analysis,gene_type,cell_type,value
Neural Network,Neutrophil Prog Genes,Lymphoid,0.53
Neural Network,Neutrophil Prog Genes,Lymphoid,0.46
Neural Network,Neutrophil Prog Genes,Lymphoid,0.29
Neural Network,Neutrophil Prog Genes,Lymphoid,0.29
Neural Network,Neutrophil Prog Genes,Lymphoid,0.42
Neural Network,Neutrophil Prog Genes,Lymphoid,0.43
Neural Network,Neutrophil Prog Genes,Lymphoid,0.5
Neural Network,Neutrophil Prog Genes,Lymphoid,0.67
Neural Network,Neutrophil Prog Genes,Lymphoid,0.53
Neural Network,Neutrophil Prog Genes,Lymphoid,0.48
Neural Network,Neutrophil Prog Genes,Lymphoid,0.44
Neural Network,Neutrophil Prog Genes,Lymphoid,0.37
Neural Network,Neutrophil Prog Genes,Lymphoid,0.44
Neural Network,Neutrophil Prog Genes,Lymphoid,0.47
Neural Network,Neutrophil Prog Genes,Lymphoid,0.15
Neural Network,Neutrophil Prog Genes,Lymphoid,0.45
Neural Network,Neutrophil Prog Genes,Lymphoid,0.5
Neural Network,Neutrophil Prog Genes,Lymphoid,0.35
Neural Network,Neutrophil Prog Genes,Lymphoid,0.15
Neural Network,Neutrophil Prog Genes,Lymphoid,0.31
Neural Network,Neutrophil Prog Genes,Lymphoid,0.47
Neural Network,Neutrophil Prog Genes,Lymphoid,0.56
Neural Network,Neutrophil Prog Genes,Lymphoid,0.18
Neural Network,Neutrophil Prog Genes,Lymphoid,0.29
Neural Network,Neutrophil Prog Genes,Lymphoid,0.47
Neural Network,Neutrophil Prog Genes,Lymphoid,0.57
Neural Network,Neutrophil Prog Genes,Lymphoid,0.43
Neural Network,Neutrophil Prog Genes,Lymphoid,0.22
Neural Network,Neutrophil Prog Genes,Lymphoid,0.27
Neural Network,Neutrophil Prog Genes,Lymphoid,0.0
Neural Network,Neutrophil Prog Genes,Lymphoid,0.38
Neural Network,Neutrophil Prog Genes,Lymphoid,0.4
Neural Network,Neutrophil Prog Genes,Lymphoid,0.4
Neural Network,Neutrophil Prog Genes,Lymphoid,0.53
Neural Network,Neutrophil Prog Genes,Lymphoid,0.63
Neural Network,Neutrophil Prog Genes,Lymphoid,0.52
Neural Network,Neutrophil Prog Genes,Lymphoid,0.33
Neural Network,Neutrophil Prog Genes,Lymphoid,0.47
Neural Network,Neutrophil Prog Genes,Lymphoid,0.4
Neural Network,Neutrophil Prog Genes,Lymphoid,0.47
Neural Network,Neutrophil Prog Genes,Lymphoid,0.31
Neural Network,Neutrophil Prog Genes,Lymphoid,0.44
Neural Network,Neutrophil Prog Genes,Lymphoid,0.27
Neural Network,Neutrophil Prog Genes,Lymphoid,0.47
Neural Network,Neutrophil Prog Genes,Lymphoid,0.12
Neural Network,Neutrophil Prog Genes,Lymphoid,0.33
Neural Network,Neutrophil Prog Genes,Lymphoid,0.31
Neural Network,Neutrophil Prog Genes,Lymphoid,0.44
Neural Network,Neutrophil Prog Genes,Lymphoid,0.42
Neural Network,Neutrophil Prog Genes,Lymphoid,0.38
Neural Network,Neutrophil Prog Genes,Lymphoid,0.43
Neural Network,Neutrophil Prog Genes,Lymphoid,0.22
Neural Network,Neutrophil Prog Genes,Lymphoid,0.46
Neural Network,Neutrophil Prog Genes,Lymphoid,0.43
Neural Network,Neutrophil Prog Genes,Lymphoid,0.4
Neural Network,Neutrophil Prog Genes,Lymphoid,0.0
Neural Network,Neutrophil Prog Genes,Lymphoid,0.61
Neural Network,Neutrophil Prog Genes,Lymphoid,0.25
Neural Network,Neutrophil Prog Genes,Lymphoid,0.43
Neural Network,Neutrophil Prog Genes,Lymphoid,0.31
Neural Network,Neutrophil Prog Genes,Lymphoid,0.29
Neural Network,Neutrophil Prog Genes,Lymphoid,0.0
Neural Network,Neutrophil Prog Genes,Lymphoid,0.14
Neural Network,Neutrophil Prog Genes,Lymphoid,0.32
Neural Network,Neutrophil Prog Genes,Lymphoid,0.5
Neural Network,Neutrophil Prog Genes,Lymphoid,0.18
Neural Network,Neutrophil Prog Genes,Lymphoid,0.17
Neural Network,Neutrophil Prog Genes,Lymphoid,0.36
Neural Network,Neutrophil Prog Genes,Lymphoid,0.74
Neural Network,Neutrophil Prog Genes,Lymphoid,0.71
Neural Network,Neutrophil Prog Genes,Lymphoid,0.56
Neural Network,Neutrophil Prog Genes,Lymphoid,0.75
Neural Network,Neutrophil Prog Genes,Lymphoid,0.27
Neural Network,Neutrophil Prog Genes,Lymphoid,0.47
Neural Network,Neutrophil Prog Genes,Lymphoid,0.44
Neural Network,Neutrophil Prog Genes,Lymphoid,0.33
Neural Network,Neutrophil Prog Genes,Lymphoid,0.12
Neural Network,Neutrophil Prog Genes,Lymphoid,0.43
Neural Network,Neutrophil Prog Genes,Lymphoid,0.5
Neural Network,Neutrophil Prog Genes,Lymphoid,0.22
Neural Network,Neutrophil Prog Genes,Lymphoid,0.63
Neural Network,Neutrophil Prog Genes,Lymphoid,0.67
Neural Network,Neutrophil Prog Genes,Lymphoid,0.33
Neural Network,Neutrophil Prog Genes,Lymphoid,0.44
Neural Network,Neutrophil Prog Genes,Lymphoid,0.43
Neural Network,Neutrophil Prog Genes,Lymphoid,0.36
Neural Network,Neutrophil Prog Genes,Lymphoid,0.5
Neural Network,Neutrophil Prog Genes,Lymphoid,0.73
Neural Network,Neutrophil Prog Genes,Lymphoid,0.46
Neural Network,Neutrophil Prog Genes,Lymphoid,0.47
Neural Network,Neutrophil Prog Genes,Lymphoid,0.62
Neural Network,Neutrophil Prog Genes,Lymphoid,0.35
Neural Network,Neutrophil Prog Genes,Lymphoid,0.44
Neural Network,Neutrophil Prog Genes,Lymphoid,0.36
Neural Network,Neutrophil Prog Genes,Mastocyte,0.0
Neural Network,Neutrophil Prog Genes,Mastocyte,0.18
Neural Network,Neutrophil Prog Genes,Mastocyte,0.43
Neural Network,Neutrophil Prog Genes,Mastocyte,0.17
Neural Network,Neutrophil Prog Genes,Mastocyte,0.22
Neural Network,Neutrophil Prog Genes,Mastocyte,0.62
Neural Network,Neutrophil Prog Genes,Mastocyte,0.48
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.38
Neural Network,Neutrophil Prog Genes,Mastocyte,0.71
Neural Network,Neutrophil Prog Genes,Mastocyte,0.57
Neural Network,Neutrophil Prog Genes,Mastocyte,0.31
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.57
Neural Network,Neutrophil Prog Genes,Mastocyte,0.57
Neural Network,Neutrophil Prog Genes,Mastocyte,0.42
Neural Network,Neutrophil Prog Genes,Mastocyte,0.67
Neural Network,Neutrophil Prog Genes,Mastocyte,0.29
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.4
Neural Network,Neutrophil Prog Genes,Mastocyte,0.0
Neural Network,Neutrophil Prog Genes,Mastocyte,0.62
Neural Network,Neutrophil Prog Genes,Mastocyte,0.35
Neural Network,Neutrophil Prog Genes,Mastocyte,0.67
Neural Network,Neutrophil Prog Genes,Mastocyte,0.0
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.57
Neural Network,Neutrophil Prog Genes,Mastocyte,0.75
Neural Network,Neutrophil Prog Genes,Mastocyte,0.25
Neural Network,Neutrophil Prog Genes,Mastocyte,0.47
Neural Network,Neutrophil Prog Genes,Mastocyte,0.18
Neural Network,Neutrophil Prog Genes,Mastocyte,0.4
Neural Network,Neutrophil Prog Genes,Mastocyte,0.25
Neural Network,Neutrophil Prog Genes,Mastocyte,0.43
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.57
Neural Network,Neutrophil Prog Genes,Mastocyte,0.53
Neural Network,Neutrophil Prog Genes,Mastocyte,0.36
Neural Network,Neutrophil Prog Genes,Mastocyte,0.36
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.62
Neural Network,Neutrophil Prog Genes,Mastocyte,0.55
Neural Network,Neutrophil Prog Genes,Mastocyte,0.33
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.29
Neural Network,Neutrophil Prog Genes,Mastocyte,0.32
Neural Network,Neutrophil Prog Genes,Mastocyte,0.22
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.25
Neural Network,Neutrophil Prog Genes,Mastocyte,0.57
Neural Network,Neutrophil Prog Genes,Mastocyte,0.53
Neural Network,Neutrophil Prog Genes,Mastocyte,0.43
Neural Network,Neutrophil Prog Genes,Mastocyte,0.63
Neural Network,Neutrophil Prog Genes,Mastocyte,0.31
Neural Network,Neutrophil Prog Genes,Mastocyte,0.47
Neural Network,Neutrophil Prog Genes,Mastocyte,0.43
Neural Network,Neutrophil Prog Genes,Mastocyte,0.57
Neural Network,Neutrophil Prog Genes,Mastocyte,0.33
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.25
Neural Network,Neutrophil Prog Genes,Mastocyte,0.15
Neural Network,Neutrophil Prog Genes,Mastocyte,0.36
Neural Network,Neutrophil Prog Genes,Mastocyte,0.38
Neural Network,Neutrophil Prog Genes,Mastocyte,0.2
Neural Network,Neutrophil Prog Genes,Mastocyte,0.53
Neural Network,Neutrophil Prog Genes,Mastocyte,0.17
Neural Network,Neutrophil Prog Genes,Mastocyte,0.46
Neural Network,Neutrophil Prog Genes,Mastocyte,0.43
Neural Network,Neutrophil Prog Genes,Mastocyte,0.18
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.33
Neural Network,Neutrophil Prog Genes,Mastocyte,0.36
Neural Network,Neutrophil Prog Genes,Mastocyte,0.62
Neural Network,Neutrophil Prog Genes,Mastocyte,0.53
Neural Network,Neutrophil Prog Genes,Mastocyte,0.43
Neural Network,Neutrophil Prog Genes,Mastocyte,0.42
Neural Network,Neutrophil Prog Genes,Mastocyte,0.36
Neural Network,Neutrophil Prog Genes,Mastocyte,0.13
Neural Network,Neutrophil Prog Genes,Mastocyte,0.43
Neural Network,Neutrophil Prog Genes,Mastocyte,0.27
Neural Network,Neutrophil Prog Genes,Mastocyte,0.55
Neural Network,Neutrophil Prog Genes,Mastocyte,0.52
Neural Network,Neutrophil Prog Genes,Mastocyte,0.46
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.47
Neural Network,Neutrophil Prog Genes,Mastocyte,0.12
Neural Network,Neutrophil Prog Genes,Mastocyte,0.4
Neural Network,Neutrophil Prog Genes,Mastocyte,0.4
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.22
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.17
Neural Network,Neutrophil Prog Genes,Mastocyte,0.27
Neural Network,Neutrophil Prog Genes,Mastocyte,0.4
Neural Network,Neutrophil Prog Genes,Mastocyte,0.32
Neural Network,Neutrophil Prog Genes,Mastocyte,0.57
Neural Network,Neutrophil Prog Genes,Mastocyte,0.59
Neural Network,Neutrophil Prog Genes,Mastocyte,0.4
Neural Network,Neutrophil Prog Genes,Mastocyte,0.53
Neural Network,Neutrophil Prog Genes,Mastocyte,0.57
Neural Network,Neutrophil Prog Genes,Mastocyte,0.53
Neural Network,Neutrophil Prog Genes,Mastocyte,0.15
Neural Network,Neutrophil Prog Genes,Mastocyte,0.63
Neural Network,Neutrophil Prog Genes,Mastocyte,0.2
Neural Network,Neutrophil Prog Genes,Mastocyte,0.67
Neural Network,Neutrophil Prog Genes,Mastocyte,0.38
Neural Network,Neutrophil Prog Genes,Mastocyte,0.0
Neural Network,Neutrophil Prog Genes,Mastocyte,0.31
Neural Network,Neutrophil Prog Genes,Mastocyte,0.0
Neural Network,Neutrophil Prog Genes,Mastocyte,0.22
Neural Network,Neutrophil Prog Genes,Mastocyte,0.43
Neural Network,Neutrophil Prog Genes,Mastocyte,0.53
Neural Network,Neutrophil Prog Genes,Mastocyte,0.24
Neural Network,Neutrophil Prog Genes,Mastocyte,0.0
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.53
Neural Network,Neutrophil Prog Genes,Mastocyte,0.47
Neural Network,Neutrophil Prog Genes,Mastocyte,0.44
Neural Network,Neutrophil Prog Genes,Mastocyte,0.67
Neural Network,Neutrophil Prog Genes,Mastocyte,0.53
Neural Network,Neutrophil Prog Genes,Mastocyte,0.0
Neural Network,Neutrophil Prog Genes,Mastocyte,0.31
Neural Network,Neutrophil Prog Genes,Mastocyte,0.67
Neural Network,Neutrophil Prog Genes,Mastocyte,0.31
Neural Network,Neutrophil Prog Genes,Mastocyte,0.14
Neural Network,Neutrophil Prog Genes,Mastocyte,0.63
Neural Network,Neutrophil Prog Genes,Mastocyte,0.53
Neural Network,Neutrophil Prog Genes,Mastocyte,0.33
Neural Network,Neutrophil Prog Genes,Mastocyte,0.2
Neural Network,Neutrophil Prog Genes,Mastocyte,0.31
Neural Network,Neutrophil Prog Genes,Mastocyte,0.45
Neural Network,Neutrophil Prog Genes,Mastocyte,0.4
Neural Network,Neutrophil Prog Genes,Mastocyte,0.4
Neural Network,Neutrophil Prog Genes,Mastocyte,0.18
Neural Network,Neutrophil Prog Genes,Mastocyte,0.63
Neural Network,Neutrophil Prog Genes,Mastocyte,0.18
Neural Network,Neutrophil Prog Genes,Mastocyte,0.64
Neural Network,Neutrophil Prog Genes,Mastocyte,0.17
Neural Network,Neutrophil Prog Genes,Mastocyte,0.25
Neural Network,Neutrophil Prog Genes,Mastocyte,0.59
Neural Network,Neutrophil Prog Genes,Mastocyte,0.38
Neural Network,Neutrophil Prog Genes,Mastocyte,0.2
Neural Network,Neutrophil Prog Genes,Mastocyte,0.77
Neural Network,Neutrophil Prog Genes,Mastocyte,0.36
Neural Network,Neutrophil Prog Genes,Mastocyte,0.29
Neural Network,Neutrophil Prog Genes,Mastocyte,0.33
Neural Network,Neutrophil Prog Genes,Mastocyte,0.42
Neural Network,Neutrophil Prog Genes,Mastocyte,0.35
Neural Network,Neutrophil Prog Genes,Mastocyte,0.29
Neural Network,Neutrophil Prog Genes,Mastocyte,0.25
Neural Network,Neutrophil Prog Genes,Mastocyte,0.33
Neural Network,Neutrophil Prog Genes,Mastocyte,0.42
Neural Network,Neutrophil Prog Genes,Mastocyte,0.57
Neural Network,Neutrophil Prog Genes,Mastocyte,0.0
Neural Network,Neutrophil Prog Genes,Mastocyte,0.35
Neural Network,Neutrophil Prog Genes,Mastocyte,0.18
Neural Network,Neutrophil Prog Genes,Mastocyte,0.2
Neural Network,Neutrophil Prog Genes,Mastocyte,0.64
Neural Network,Neutrophil Prog Genes,Mastocyte,0.53
Neural Network,Neutrophil Prog Genes,Mastocyte,0.38
Neural Network,Neutrophil Prog Genes,Mastocyte,0.62
Neural Network,Neutrophil Prog Genes,Mastocyte,0.59
Neural Network,Neutrophil Prog Genes,Mastocyte,0.25
Neural Network,Neutrophil Prog Genes,Mastocyte,0.2
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.71
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.46
Neural Network,Neutrophil Prog Genes,Mastocyte,0.59
Neural Network,Neutrophil Prog Genes,Mastocyte,0.73
Neural Network,Neutrophil Prog Genes,Mastocyte,0.44
Neural Network,Neutrophil Prog Genes,Mastocyte,0.18
Neural Network,Neutrophil Prog Genes,Mastocyte,0.42
Neural Network,Neutrophil Prog Genes,Mastocyte,0.33
Neural Network,Neutrophil Prog Genes,Mastocyte,0.35
Neural Network,Neutrophil Prog Genes,Mastocyte,0.59
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.2
Neural Network,Neutrophil Prog Genes,Mastocyte,0.46
Neural Network,Neutrophil Prog Genes,Mastocyte,0.27
Neural Network,Neutrophil Prog Genes,Mastocyte,0.33
Neural Network,Neutrophil Prog Genes,Mastocyte,0.57
Neural Network,Neutrophil Prog Genes,Mastocyte,0.57
Neural Network,Neutrophil Prog Genes,Mastocyte,0.42
Neural Network,Neutrophil Prog Genes,Mastocyte,0.62
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.47
Neural Network,Neutrophil Prog Genes,Mastocyte,0.25
Neural Network,Neutrophil Prog Genes,Mastocyte,0.67
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.55
Neural Network,Neutrophil Prog Genes,Mastocyte,0.57
Neural Network,Neutrophil Prog Genes,Mastocyte,0.29
Neural Network,Neutrophil Prog Genes,Mastocyte,0.53
Neural Network,Neutrophil Prog Genes,Mastocyte,0.57
Neural Network,Neutrophil Prog Genes,Mastocyte,0.55
Neural Network,Neutrophil Prog Genes,Mastocyte,0.43
Neural Network,Neutrophil Prog Genes,Mastocyte,0.62
Neural Network,Neutrophil Prog Genes,Mastocyte,0.43
Neural Network,Neutrophil Prog Genes,Mastocyte,0.36
Neural Network,Neutrophil Prog Genes,Mastocyte,0.18
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.47
Neural Network,Neutrophil Prog Genes,Mastocyte,0.4
Neural Network,Neutrophil Prog Genes,Mastocyte,0.56
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.15
Neural Network,Neutrophil Prog Genes,Mastocyte,0.0
Neural Network,Neutrophil Prog Genes,Mastocyte,0.37
Neural Network,Neutrophil Prog Genes,Mastocyte,0.29
Neural Network,Neutrophil Prog Genes,Mastocyte,0.0
Neural Network,Neutrophil Prog Genes,Mastocyte,0.22
Neural Network,Neutrophil Prog Genes,Mastocyte,0.33
Neural Network,Neutrophil Prog Genes,Mastocyte,0.13
Neural Network,Neutrophil Prog Genes,Mastocyte,0.17
Neural Network,Neutrophil Prog Genes,Mastocyte,0.18
Neural Network,Neutrophil Prog Genes,Mastocyte,0.25
Neural Network,Neutrophil Prog Genes,Mastocyte,0.29
Neural Network,Neutrophil Prog Genes,Mastocyte,0.4
Neural Network,Neutrophil Prog Genes,Mastocyte,0.59
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.2
Neural Network,Neutrophil Prog Genes,Mastocyte,0.33
Neural Network,Neutrophil Prog Genes,Mastocyte,0.29
Neural Network,Neutrophil Prog Genes,Mastocyte,0.33
Neural Network,Neutrophil Prog Genes,Mastocyte,0.18
Neural Network,Neutrophil Prog Genes,Mastocyte,0.46
Neural Network,Neutrophil Prog Genes,Mastocyte,0.29
Neural Network,Neutrophil Prog Genes,Mastocyte,0.46
Neural Network,Neutrophil Prog Genes,Mastocyte,0.15
Neural Network,Neutrophil Prog Genes,Mastocyte,0.38
Neural Network,Neutrophil Prog Genes,Mastocyte,0.37
Neural Network,Neutrophil Prog Genes,Mastocyte,0.36
Neural Network,Neutrophil Prog Genes,Mastocyte,0.13
Neural Network,Neutrophil Prog Genes,Mastocyte,0.59
Neural Network,Neutrophil Prog Genes,Mastocyte,0.31
Neural Network,Neutrophil Prog Genes,Mastocyte,0.46
Neural Network,Neutrophil Prog Genes,Mastocyte,0.43
Neural Network,Neutrophil Prog Genes,Mastocyte,0.53
Neural Network,Neutrophil Prog Genes,Mastocyte,0.0
Neural Network,Neutrophil Prog Genes,Mastocyte,0.0
Neural Network,Neutrophil Prog Genes,Mastocyte,0.45
Neural Network,Neutrophil Prog Genes,Mastocyte,0.13
Neural Network,Neutrophil Prog Genes,Mastocyte,0.47
Neural Network,Neutrophil Prog Genes,Mastocyte,0.0
Neural Network,Neutrophil Prog Genes,Mastocyte,0.0
Neural Network,Neutrophil Prog Genes,Mastocyte,0.67
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.0
Neural Network,Neutrophil Prog Genes,Mastocyte,0.0
Neural Network,Neutrophil Prog Genes,Mastocyte,0.18
Neural Network,Neutrophil Prog Genes,Mastocyte,0.31
Neural Network,Neutrophil Prog Genes,Mastocyte,0.53
Neural Network,Neutrophil Prog Genes,Mastocyte,0.32
Neural Network,Neutrophil Prog Genes,Mastocyte,0.22
Neural Network,Neutrophil Prog Genes,Mastocyte,0.31
Neural Network,Neutrophil Prog Genes,Mastocyte,0.29
Neural Network,Neutrophil Prog Genes,Mastocyte,0.62
Neural Network,Neutrophil Prog Genes,Mastocyte,0.43
Neural Network,Neutrophil Prog Genes,Mastocyte,0.42
Neural Network,Neutrophil Prog Genes,Mastocyte,0.53
Neural Network,Neutrophil Prog Genes,Mastocyte,0.57
Neural Network,Neutrophil Prog Genes,Mastocyte,0.18
Neural Network,Neutrophil Prog Genes,Mastocyte,0.47
Neural Network,Neutrophil Prog Genes,Mastocyte,0.0
Neural Network,Neutrophil Prog Genes,Mastocyte,0.43
Neural Network,Neutrophil Prog Genes,Mastocyte,0.46
Neural Network,Neutrophil Prog Genes,Mastocyte,0.13
Neural Network,Neutrophil Prog Genes,Mastocyte,0.15
Neural Network,Neutrophil Prog Genes,Mastocyte,0.4
Neural Network,Neutrophil Prog Genes,Mastocyte,0.0
Neural Network,Neutrophil Prog Genes,Mastocyte,0.0
Neural Network,Neutrophil Prog Genes,Mastocyte,0.53
Neural Network,Neutrophil Prog Genes,Mastocyte,0.29
Neural Network,Neutrophil Prog Genes,Mastocyte,0.27
Neural Network,Neutrophil Prog Genes,Mastocyte,0.29
Neural Network,Neutrophil Prog Genes,Mastocyte,0.11
Neural Network,Neutrophil Prog Genes,Mastocyte,0.0
Neural Network,Neutrophil Prog Genes,Mastocyte,0.0
Neural Network,Neutrophil Prog Genes,Mastocyte,0.57
Neural Network,Neutrophil Prog Genes,Mastocyte,0.17
Neural Network,Neutrophil Prog Genes,Mastocyte,0.0
Neural Network,Neutrophil Prog Genes,Mastocyte,0.0
Neural Network,Neutrophil Prog Genes,Mastocyte,0.37
Neural Network,Neutrophil Prog Genes,Mastocyte,0.22
Neural Network,Neutrophil Prog Genes,Mastocyte,0.31
Neural Network,Neutrophil Prog Genes,Mastocyte,0.36
Neural Network,Neutrophil Prog Genes,Mastocyte,0.6
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.31
Neural Network,Neutrophil Prog Genes,Mastocyte,0.4
Neural Network,Neutrophil Prog Genes,Mastocyte,0.53
Neural Network,Neutrophil Prog Genes,Mastocyte,0.22
Neural Network,Neutrophil Prog Genes,Mastocyte,0.14
Neural Network,Neutrophil Prog Genes,Mastocyte,0.29
Neural Network,Neutrophil Prog Genes,Mastocyte,0.15
Neural Network,Neutrophil Prog Genes,Mastocyte,0.18
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.37
Neural Network,Neutrophil Prog Genes,Mastocyte,0.29
Neural Network,Neutrophil Prog Genes,Mastocyte,0.46
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.4
Neural Network,Neutrophil Prog Genes,Mastocyte,0.38
Neural Network,Neutrophil Prog Genes,Mastocyte,0.31
Neural Network,Neutrophil Prog Genes,Mastocyte,0.4
Neural Network,Neutrophil Prog Genes,Mastocyte,0.62
Neural Network,Neutrophil Prog Genes,Mastocyte,0.64
Neural Network,Neutrophil Prog Genes,Mastocyte,0.5
Neural Network,Neutrophil Prog Genes,Mastocyte,0.53
Neural Network,Neutrophil Prog Genes,Mastocyte,0.57
Neural Network,Neutrophil Prog Genes,Mastocyte,0.46
